country,Employee age,Emplyoee work exp,Salary
Norway,37,14,106100
Austria,38,17,100600
Canada,34,7,81500
Switzerland,39,16,137800
Brazil,34,10,47300
UK,44,25,124200
UK,21,0,67600
Sweden,50,26,138000
Switzerland,34,11,109500
Italy,60,41,147200
Netherlands,39,16,121500
UK,50,28,150500
Sweden,39,20,110800
Ireland,39,14,110800
Canada,37,14,103600
Switzerland,33,14,123800
Ireland,51,33,172700
Norway,18,0,87700
Canada,25,7,76900
Argentina,43,17,62300
Netherlands,18,0,62300
UK,21,0,81000
Sweden,18,0,72800
UK,39,16,107400
Spain,28,3,60500
Poland,40,19,86500
Austria,25,0,68000
UK,40,18,123200
Austria,40,16,107600
Canada,37,18,100800
UK,45,24,122600
Switzerland,25,3,108500
Argentina,29,4,26200
Argentina,36,18,67100
Austria,31,5,67800
Ireland,38,20,127600
Italy,20,0,61100
Austria,47,28,142900
US,32,11,99800
UK,59,36,174800
Mexico,56,34,109900
Switzerland,48,30,175500
France,23,5,86000
Spain,35,14,94400
Poland,34,16,73400
Canada,35,13,93300
Sweden,42,22,120100
Germany,30,9,74200
Sweden,35,17,101100
UK,30,12,88700
US,37,13,101000
US,20,0,85200
Poland,35,14,68800
Denmark,52,34,157400
Denmark,30,5,69000
Portugal,18,0,31700
Portugal,43,25,103900
US,25,6,82900
Sweden,18,0,72400
Argentina,42,19,93400
Denmark,43,18,125100
Denmark,20,0,50100
Netherlands,18,0,77200
Canada,58,35,167000
UK,21,0,82600
Germany,36,13,115900
Switzerland,39,10,128800
Belgium,30,7,75400
Belgium,35,14,95800
Switzerland,33,12,136700
Ireland,40,22,130300
Portugal,31,8,66000
Argentina,32,12,31100
Canada,29,10,98400
Brazil,38,15,67300
Sweden,37,16,108200
Switzerland,31,10,115500
US,38,18,124000
Austria,32,8,69100
Netherlands,29,11,98500
Portugal,36,17,85100
Spain,29,2,56300
Germany,42,22,142100
Italy,20,0,52400
Spain,48,24,118300
UK,34,12,104500
France,52,31,152900
Denmark,26,8,82100
Norway,39,10,86800
Italy,28,9,73000
US,37,13,120000
Norway,25,0,75600
Belgium,35,10,88800
Switzerland,36,14,133700
UK,40,16,116800
Canada,29,8,81200
Argentina,37,13,49500
Portugal,51,25,121300
Canada,23,0,74900
France,36,16,109700
Sweden,53,31,159200
Canada,46,25,123600
Germany,39,14,113600
Netherlands,48,26,138800
UK,33,12,108700
Netherlands,44,22,119200
Spain,23,0,50100
Austria,29,11,95500
Ireland,37,12,92400
Switzerland,48,27,174600
Belgium,21,0,68700
Switzerland,39,21,154700
Netherlands,26,8,79800
Netherlands,41,19,123900
US,36,9,103400
Netherlands,23,2,65200
Italy,45,19,116300
Spain,40,21,95000
Belgium,25,0,78500
Denmark,36,14,108000
Canada,28,9,99500
Austria,26,4,76600
Portugal,30,10,63600
Argentina,45,25,83200
Norway,61,35,181000
Belgium,32,8,86800
Belgium,55,34,146000
Brazil,42,17,75100
Switzerland,31,13,113900
Belgium,30,11,84600
Canada,32,14,100200
Portugal,26,7,55400
Poland,38,18,91300
Brazil,45,27,97400
Ireland,31,8,82900
Denmark,33,7,86600
Ireland,35,13,114500
Germany,45,27,164400
UK,34,9,92100
Brazil,24,1,13400
Germany,51,29,140800
Portugal,45,26,105900
Poland,31,9,56900
Sweden,25,3,59500
UK,30,6,67800
France,58,39,173900
Ireland,48,23,136700
Norway,18,0,73100
Belgium,25,0,64900
Canada,58,34,154600
Spain,35,12,83000
Norway,19,0,64100
Mexico,35,17,82500
Poland,32,13,74100
Canada,38,17,110900
Canada,60,32,150900
France,43,22,115100
Argentina,44,19,133800
Norway,33,12,101100
Ireland,31,11,104600
UK,36,14,101400
Norway,41,16,122400
Denmark,23,0,82400
Austria,41,19,111200
Ireland,51,27,144400
Netherlands,38,15,109500
France,48,26,123700
Belgium,51,32,157000
Switzerland,18,0,91800
Poland,43,22,88700
Germany,29,7,104800
France,47,23,140600
Switzerland,45,21,172800
UK,53,33,171700
Sweden,19,0,78100
Mexico,32,5,43800
UK,26,2,90300
Brazil,21,3,32200
Belgium,43,21,130800
Portugal,24,0,32500
France,31,12,108200
Spain,33,14,87200
Brazil,57,33,113100
Germany,52,31,154500
Canada,40,20,112100
Germany,23,0,73600
Sweden,44,17,112100
Poland,38,20,183200
Spain,34,13,83000
UK,23,1,83500
Sweden,28,10,90500
Norway,43,18,119600
Poland,25,4,50500
Netherlands,37,12,123000
Sweden,34,12,86400
Denmark,48,29,151600
Brazil,65,42,120700
Germany,33,8,90600
Portugal,32,14,72300
US,41,20,132300
Spain,27,8,73900
Germany,18,0,66500
US,31,9,86900
Switzerland,25,2,102700
Portugal,50,27,117000
France,28,0,80100
Spain,18,0,50100
Netherlands,58,36,180400
Portugal,24,5,49700
Switzerland,45,26,167600
France,39,18,108400
Italy,30,10,71000
UK,19,0,59400
Brazil,29,9,34800
Switzerland,24,2,103900
Poland,37,19,95000
Germany,38,18,113800
Austria,46,20,104800
Sweden,44,22,125100
Ireland,39,9,84100
Netherlands,55,37,171600
Belgium,46,25,110400
Switzerland,52,30,180800
Spain,40,15,99700
Spain,42,24,126700
Canada,35,11,109500
Austria,55,35,138900
Canada,33,6,84800
Spain,40,19,101200
Ireland,35,12,109800
Poland,25,0,37300
Spain,47,21,109700
Canada,34,13,104400
US,46,22,140400
Ireland,29,5,87400
Denmark,39,18,100700
Switzerland,45,22,143400
Canada,42,24,142900
Netherlands,30,6,99600
Italy,48,30,133200
Ireland,39,21,237100
US,35,17,139300
Italy,44,20,110900
UK,18,0,66800
Ireland,45,19,109000
Norway,33,15,112700
Canada,38,16,117800
Spain,41,15,87100
US,23,5,79100
Poland,18,0,28300
Canada,32,12,96700
Germany,45,23,127600
Belgium,36,11,100700
Canada,18,0,55800
Spain,33,12,84200
Germany,19,0,66800
Ireland,47,29,143700
UK,48,27,148300
Netherlands,34,11,113000
Mexico,30,10,45800
Spain,36,13,86900
Spain,48,20,95800
Netherlands,30,5,90800
Poland,34,11,66200
US,35,14,100400
Brazil,52,29,91500
Denmark,30,7,92300
Ireland,35,8,99800
Germany,46,21,192400
Austria,45,27,143300
Netherlands,53,32,161200
Mexico,23,0,23700
Mexico,29,11,48400
Canada,44,26,150300
Sweden,40,20,123100
Netherlands,20,0,71300
Germany,28,10,105100
Portugal,34,11,74300
Portugal,25,3,49900
Brazil,34,13,53500
Spain,18,0,50400
Italy,35,13,95200
France,36,18,116400
Mexico,47,28,100300
UK,35,8,91800
Argentina,30,12,46300
Netherlands,33,12,100500
Canada,30,10,83500
UK,28,6,98600
Switzerland,53,32,171800
Belgium,48,30,145300
Mexico,30,7,34000
Norway,25,1,57200
Poland,43,19,87400
Sweden,46,21,113700
France,36,7,81300
Italy,18,0,48400
Norway,43,25,142700
Sweden,18,0,76000
Norway,30,1,87900
Switzerland,48,26,172500
Belgium,23,4,62500
US,40,21,120300
Mexico,31,8,52900
Canada,34,8,80600
Germany,32,10,95800
Switzerland,26,3,94300
Canada,43,23,123600
Canada,40,14,104000
Switzerland,28,6,94300
Spain,47,26,106300
France,30,4,71600
Denmark,18,0,63300
Spain,23,0,45100
Germany,46,24,135000
Mexico,45,18,75300
Italy,31,7,70600
Belgium,32,11,88100
Denmark,29,6,93600
Norway,39,18,119500
Italy,24,6,56500
Germany,29,8,96300
Switzerland,44,20,148800
Italy,31,12,70800
Canada,28,7,82100
Poland,32,10,68700
UK,21,0,65200
Spain,30,0,93200
Austria,39,14,112400
Poland,47,25,125200
Germany,32,7,84700
Mexico,42,24,83100
US,40,14,112300
Portugal,18,0,32200
Argentina,18,0,11100
Ireland,29,9,95000
Austria,20,2,73500
Norway,46,27,145600
Belgium,18,0,56700
Belgium,30,5,89100
Canada,36,13,107800
Poland,37,15,69000
Norway,40,20,127100
Norway,48,26,127000
Italy,42,18,99000
Portugal,29,7,52400
Sweden,35,11,92500
Poland,39,21,145300
Austria,48,25,134000
Poland,54,29,119800
Spain,18,0,42300
Ireland,39,21,123600
Norway,20,0,80600
UK,32,14,113100
Austria,27,5,81100
Germany,36,17,120400
Canada,49,28,125300
Belgium,25,6,83300
Italy,45,23,95500
Denmark,30,8,107600
Switzerland,41,23,153200
Belgium,43,24,117900
Belgium,45,24,128600
Mexico,29,10,48600
Italy,41,15,77000
France,45,19,108800
Spain,28,8,92600
Austria,48,30,147700
Ireland,38,20,116500
Norway,43,20,132100
Netherlands,33,12,105000
Norway,21,0,79200
France,52,27,138600
Norway,51,30,157100
Norway,35,12,105400
Spain,41,19,107800
Germany,32,11,95900
France,26,3,62800
Germany,44,13,165900
Netherlands,34,10,96900
US,24,3,84200
Spain,40,16,89100
UK,18,0,73000
Belgium,38,11,99200
Netherlands,42,14,112500
Austria,41,16,102100
Portugal,40,18,81000
Norway,43,22,133800
Denmark,26,4,83200
Germany,42,24,141400
Denmark,22,4,80400
Spain,18,0,50300
Germany,40,21,129200
Austria,33,12,93800
France,32,11,96100
Italy,48,29,123200
Spain,18,0,66400
US,25,5,90700
Austria,18,0,60900
Poland,46,19,94100
Norway,38,19,104900
Belgium,38,12,110000
Sweden,46,28,150500
Norway,41,21,132100
France,41,19,118000
Mexico,18,0,17200
UK,44,26,128600
Canada,46,25,134300
Portugal,41,17,69500
Brazil,38,20,72100
Belgium,33,15,104200
Belgium,48,25,137200
Austria,38,14,94800
Ireland,32,13,111700
Canada,30,10,89600
Germany,32,14,104700
Portugal,37,16,70900
Spain,40,17,82900
Belgium,38,15,103700
Spain,43,23,109700
Denmark,29,3,78700
Netherlands,38,15,105100
Ireland,28,0,70300
Spain,45,22,101000
US,29,7,87600
Spain,45,24,113900
US,34,15,119700
Portugal,36,18,84400
Denmark,40,13,107800
Poland,32,11,79200
Belgium,28,7,92600
Sweden,33,10,93200
UK,52,29,151000
Norway,24,0,79700
US,33,12,111100
US,18,0,69400
Austria,18,0,68800
Sweden,34,8,92300
Switzerland,36,12,140000
Argentina,26,1,24600
Canada,38,16,102500
Spain,29,6,62800
Sweden,35,15,92400
Ireland,36,13,118100
Belgium,41,23,106300
Austria,19,0,48800
Brazil,38,19,74600
Denmark,32,11,116500
Germany,46,28,144400
France,50,28,140600
France,34,11,100200
Poland,29,10,70200
Belgium,41,17,118500
Argentina,32,8,38900
Mexico,32,14,54100
France,18,0,70000
Ireland,18,0,62000
US,36,16,106900
Sweden,38,16,105100
France,27,6,81300
Sweden,35,17,105400
US,18,0,72500
Denmark,27,0,63100
Belgium,36,11,93900
Mexico,29,8,40800
Italy,47,25,112300
Netherlands,39,17,112900
Italy,38,15,108600
Austria,20,0,60500
Brazil,33,9,30500
Portugal,29,7,60700
Canada,36,15,101000
Netherlands,55,34,158300
US,47,27,143200
Sweden,44,20,118100
Sweden,39,14,102200
Sweden,21,0,72000
Italy,39,15,106700
Portugal,37,10,65600
Austria,38,17,116300
Austria,36,16,108100
Spain,26,0,44700
France,36,12,102100
Ireland,41,22,130800
Argentina,37,11,60500
Ireland,36,18,106200
Denmark,18,0,86900
Canada,36,15,101400
UK,23,3,74100
Belgium,28,7,82700
France,28,3,67200
Belgium,32,5,60600
Spain,30,6,61000
Denmark,32,7,82900
Brazil,18,0,18600
Austria,33,12,86300
Italy,22,2,44700
Belgium,45,22,122500
Canada,18,0,62000
Sweden,25,0,57900
US,57,38,174800
Netherlands,32,6,92100
Poland,38,12,81500
Brazil,24,0,16200
Spain,36,13,89200
Switzerland,32,13,126300
Spain,53,27,130500
Belgium,47,29,142000
Italy,53,29,115800
Argentina,43,20,73200
Switzerland,54,34,177800
Ireland,26,2,79600
Belgium,33,14,100800
Norway,35,14,117200
US,33,10,88600
US,46,28,135300
US,23,0,81800
Switzerland,44,26,153900
Portugal,46,20,88600
Norway,23,3,85800
Netherlands,43,19,118800
Canada,36,11,105200
Spain,31,8,69600
Belgium,47,21,134900
UK,25,0,74600
Norway,18,0,75500
Brazil,48,30,94900
Argentina,18,0,37300
Norway,27,6,99200
Brazil,39,11,42700
Italy,29,8,71500
US,31,8,86400
US,38,15,119100
Ireland,46,20,107100
Switzerland,29,7,113500
France,25,5,77200
Germany,45,21,108900
Switzerland,42,21,145100
UK,41,16,116000
Sweden,54,33,152000
Germany,43,21,129800
UK,43,24,140300
Argentina,44,21,71400
Germany,28,6,78100
Mexico,33,9,47900
Netherlands,28,4,79700
Poland,33,9,58900
Netherlands,31,5,91800
Poland,31,0,51000
Mexico,49,22,82800
Sweden,50,26,135300
Sweden,44,20,104700
Brazil,20,0,24600
Norway,41,16,114900
Brazil,28,9,34200
Switzerland,35,16,138900
Germany,31,8,91500
Norway,58,35,175400
Portugal,43,22,83200
UK,40,9,82500
Argentina,38,20,72600
UK,25,4,92200
Belgium,29,6,235300
Switzerland,25,4,103100
Italy,19,0,38100
Belgium,59,39,162000
Switzerland,47,25,165800
Poland,36,12,105200
UK,45,20,116700
Belgium,35,15,85200
Denmark,34,12,119400
Sweden,56,37,162200
Portugal,39,16,73500
Sweden,30,5,83300
US,34,9,86600
Mexico,39,14,60500
Belgium,39,15,109000
Argentina,46,27,93300
Netherlands,32,14,121400
Italy,36,16,99400
Mexico,27,4,31600
Ireland,34,15,109900
Sweden,39,14,107100
Ireland,29,11,71000
Norway,28,9,107700
Spain,31,6,54600
Poland,35,16,76100
US,43,16,124500
Switzerland,27,9,121500
France,45,22,116200
Argentina,25,5,37600
Canada,34,12,95600
Brazil,54,32,104900
Norway,26,0,76700
UK,26,2,81600
France,35,9,90400
Switzerland,27,9,138300
Netherlands,31,2,75400
Spain,51,33,126300
Norway,28,0,81700
US,18,0,71900
Portugal,25,0,41400
Sweden,32,7,76200
US,31,2,67700
Netherlands,33,8,86600
Portugal,22,2,33900
Netherlands,50,27,138800
Denmark,45,24,133200
Italy,35,6,68500
Brazil,35,8,57900
Argentina,23,0,23700
Norway,32,10,112700
Denmark,18,0,74000
Netherlands,28,6,88000
Ireland,23,0,64300
Netherlands,36,7,92400
Ireland,28,7,90600
Austria,27,6,80400
France,35,13,110200
Belgium,35,13,85700
Denmark,20,1,75100
Austria,29,6,90700
Denmark,34,14,95300
Austria,38,20,113800
Belgium,36,16,114400
Denmark,29,4,76300
Germany,53,31,150900
Italy,23,4,48900
Switzerland,34,6,116400
Canada,39,15,88800
Brazil,26,3,20100
Switzerland,42,22,148500
Poland,48,30,120700
Austria,36,11,80000
US,57,36,175100
Poland,32,10,70500
Norway,29,11,107800
Canada,39,21,128000
US,34,12,109800
Argentina,25,0,28700
Spain,45,24,116300
France,32,4,78700
Brazil,42,19,85000
Netherlands,31,8,91800
Netherlands,41,17,122300
Switzerland,40,16,134100
France,18,0,65000
Italy,26,2,49100
US,31,3,83500
Sweden,27,9,117300
Italy,20,0,39500
Germany,31,8,85200
Ireland,18,0,67400
Germany,27,2,77100
Belgium,22,1,61000
Germany,35,17,107600
Argentina,32,11,61800
Mexico,28,9,59400
Spain,47,23,114700
Austria,28,2,64000
Belgium,46,28,131900
Belgium,53,33,149200
Spain,29,6,69900
Italy,32,6,61200
Netherlands,42,18,111200
Netherlands,37,17,120000
Poland,47,27,126900
Italy,52,29,140200
Mexico,34,9,42900
Spain,32,12,84500
France,43,22,135100
US,29,7,82200
France,57,36,162000
Germany,31,2,81600
Brazil,42,24,76700
Sweden,30,5,73100
Netherlands,33,10,80800
Spain,44,23,117900
Netherlands,21,3,83900
Italy,27,5,58600
Germany,25,1,81200
Germany,21,0,85000
US,23,2,66600
Germany,18,0,58900
France,23,2,71500
Italy,44,21,109900
Denmark,61,38,172400
Canada,26,0,107000
Poland,18,0,43100
Austria,30,10,90800
Argentina,34,9,48600
Argentina,26,1,16200
Sweden,23,0,59200
Mexico,20,0,26800
Norway,33,14,104700
US,22,1,73900
Germany,18,0,62900
Italy,48,30,119400
Norway,36,15,124700
Mexico,44,25,85400
Austria,31,5,76900
Norway,38,19,130200
Spain,25,3,59300
Argentina,42,18,62700
Switzerland,35,10,106000
Belgium,36,9,97300
US,53,33,164700
Norway,43,21,127200
Canada,51,31,137500
Italy,34,12,82500
Sweden,34,13,97300
Brazil,36,18,75200
UK,27,9,79600
Argentina,54,32,100200
Argentina,48,23,74200
Italy,28,6,67700
Germany,43,24,142700
Norway,52,25,146400
Germany,44,25,125900
Spain,65,42,160600
Argentina,28,5,41800
UK,58,40,168800
US,24,0,65400
Canada,50,26,141900
Denmark,41,23,134700
France,42,18,114000
US,33,15,115400
Canada,30,12,96600
Norway,24,0,66300
Denmark,36,18,124700
Spain,48,25,126900
Denmark,30,10,78300
UK,25,7,104700
Switzerland,29,1,107400
Italy,27,0,43000
France,29,6,72900
US,23,0,69700
Sweden,37,14,111300
Mexico,32,12,53700
Brazil,46,27,84000
France,21,0,55100
Canada,39,16,111000
Brazil,39,20,75400
Spain,31,7,62300
Brazil,30,7,37800
Norway,52,29,157400
UK,38,18,102200
Denmark,33,11,113200
Austria,41,23,132700
UK,27,7,78100
Austria,18,0,66000
Germany,21,0,69400
Netherlands,21,3,81100
UK,38,18,122500
Norway,27,7,89200
UK,36,18,111300
Sweden,47,21,127700
Denmark,23,5,95200
Portugal,51,30,123000
Denmark,35,12,87100
Portugal,23,0,36200
Norway,60,40,176300
Norway,35,17,127100
Italy,38,20,104000
Italy,39,21,106300
Sweden,22,1,75500
Italy,33,9,81000
Austria,47,25,130500
Ireland,46,28,139200
Italy,35,13,76000
Denmark,59,39,179900
Argentina,50,28,96300
UK,43,25,158200
US,37,13,121300
Sweden,39,21,117900
France,31,8,90600
Denmark,49,31,148500
Portugal,39,21,83200
Norway,42,23,137400
Belgium,29,5,70000
Canada,31,10,91000
Italy,34,10,71400
UK,53,31,152200
Spain,37,15,95000
Argentina,29,6,30700
Canada,42,20,125600
Netherlands,21,0,70600
Mexico,27,6,38400
Norway,40,18,127700
UK,35,10,94100
Netherlands,44,21,125400
Portugal,48,21,91900
Spain,43,25,109900
US,33,9,94900
Ireland,34,8,91900
Ireland,33,12,111100
Portugal,36,13,78600
Italy,31,11,65100
France,19,1,65700
US,39,21,130800
Sweden,33,10,107500
US,56,35,169700
UK,40,15,112100
Spain,54,29,114400
Denmark,30,3,72800
Norway,18,0,52400
Portugal,44,24,101000
Poland,30,12,58900
Norway,24,0,63300
Poland,44,21,107400
France,45,23,137800
Austria,38,18,104600
France,26,7,74500
Denmark,29,2,69700
Poland,22,0,52500
Denmark,38,15,109500
Ireland,24,4,67400
Italy,40,13,90800
Canada,63,41,173600
Portugal,26,1,30600
Ireland,38,15,114600
Switzerland,18,0,88100
Portugal,21,0,25700
France,23,2,60300
Netherlands,38,15,122400
Ireland,35,14,95900
France,19,0,62800
Portugal,27,4,51900
Belgium,40,17,107300
Argentina,34,16,51300
Canada,33,6,81300
Brazil,33,14,62300
Mexico,37,18,75400
UK,22,0,76400
Poland,48,28,111900
Switzerland,49,30,183300
Portugal,31,8,49200
Switzerland,46,28,169700
France,18,0,62200
Italy,30,10,77700
Italy,41,23,93800
Portugal,18,0,34500
Sweden,39,17,110700
Austria,41,20,112100
Spain,39,20,122600
Poland,38,20,85600
Austria,38,13,94700
Germany,47,28,147000
Austria,24,2,70600
Portugal,19,0,42900
Netherlands,52,31,153800
France,39,20,130800
Canada,42,23,108000
France,39,21,118500
Brazil,24,2,30900
US,34,13,103300
Belgium,46,26,123600
Portugal,37,11,60500
Ireland,47,29,141500
Canada,28,7,66800
Switzerland,27,5,98800
Ireland,38,19,99200
Canada,30,9,95000
Belgium,33,7,80900
Ireland,31,9,88000
Poland,30,7,59800
UK,28,9,109400
Ireland,42,23,123400
Ireland,32,7,81900
Argentina,59,41,127100
Netherlands,38,20,123800
Canada,38,16,107700
France,41,18,122300
Argentina,46,20,58600
Italy,27,3,69600
Argentina,18,0,16400
Italy,40,22,98200
Norway,41,16,182100
Brazil,57,33,114700
Switzerland,39,7,115100
Portugal,28,2,31200
Netherlands,30,7,94500
Belgium,26,7,87500
US,41,17,115200
Austria,44,21,117300
Poland,49,26,108800
Norway,41,20,129200
Argentina,38,18,70900
UK,46,28,145300
Poland,28,10,59500
Austria,35,13,94700
Portugal,39,14,66300
Germany,40,20,121600
Netherlands,24,1,80300
Mexico,38,17,63400
Germany,53,31,155600
Argentina,35,10,50400
US,61,38,165800
Switzerland,49,27,176600
Portugal,39,16,75100
Portugal,42,22,105200
Argentina,18,0,14700
Brazil,32,12,48700
France,39,21,118800
Spain,18,0,37600
US,31,9,109900
Switzerland,57,32,187500
Belgium,25,1,74300
Portugal,37,15,73000
Canada,22,4,80500
Denmark,39,19,131600
US,45,24,136500
Argentina,33,6,18400
Italy,29,11,84600
Brazil,32,7,37200
Switzerland,35,10,128900
UK,43,25,136400
France,19,0,69600
Denmark,47,25,126800
Argentina,40,15,54000
Brazil,51,29,104000
France,42,23,131900
France,54,33,155200
Poland,27,7,56100
US,20,0,84300
Norway,22,0,84000
Sweden,48,24,125600
Austria,39,16,107700
Canada,22,3,73400
Poland,18,0,41400
Brazil,48,26,110300
Belgium,39,13,86300
Switzerland,31,4,113200
Spain,31,8,68800
UK,49,26,146100
Ireland,58,38,174100
Brazil,21,0,5000
Norway,40,19,117600
Germany,21,0,58900
Italy,37,9,84000
Sweden,18,0,74900
Ireland,21,0,56900
Austria,30,12,102700
Germany,23,4,70100
Brazil,40,11,47600
Portugal,25,5,48800
Brazil,20,1,28000
Portugal,34,14,75800
France,34,11,103800
Poland,35,9,60300
Italy,32,7,61200
Canada,18,0,50600
Spain,24,0,37800
Sweden,25,7,69200
France,35,11,102500
Portugal,30,8,53600
Germany,41,20,123900
Spain,30,7,73200
Spain,45,25,132700
Switzerland,18,0,97100
Brazil,28,10,52500
Canada,34,9,91700
Ireland,38,16,116400
Spain,31,8,65000
Italy,39,11,74600
Austria,40,16,110700
Germany,31,9,70700
Sweden,18,0,69800
Canada,39,19,116200
Norway,34,12,107800
Italy,48,29,116800
Netherlands,20,0,65800
Sweden,50,28,149300
Poland,37,14,88500
Mexico,55,35,110200
Spain,20,0,50500
Spain,24,0,54900
Sweden,31,8,75100
US,26,5,82800
Netherlands,24,2,91000
Netherlands,32,8,96000
Spain,33,15,97300
US,40,12,100400
Switzerland,36,14,143000
Belgium,27,3,71200
Portugal,38,14,71700
Poland,37,14,73200
Ireland,37,15,121600
Brazil,39,16,73900
UK,32,9,92500
Portugal,32,13,74600
Netherlands,46,24,137200
Italy,49,23,106300
Denmark,34,16,106300
UK,20,0,64700
Canada,29,6,95600
Netherlands,42,19,126100
Brazil,29,4,34600
Belgium,29,9,78400
Sweden,18,0,50000
Ireland,27,1,79000
Mexico,34,10,57800
Mexico,28,9,43700
Norway,37,17,114500
Italy,36,16,100600
Belgium,41,12,102900
Switzerland,40,14,133000
Brazil,24,4,35700
Italy,25,2,77600
Mexico,36,12,48300
Poland,18,0,42600
Switzerland,49,20,142900
Mexico,38,18,56600
France,37,12,90300
Belgium,30,6,83500
Sweden,24,1,76300
Poland,47,19,91100
Belgium,43,16,106800
Sweden,43,25,147200
France,50,27,138100
Denmark,38,16,119700
Sweden,44,23,130200
UK,33,9,81800
Spain,35,11,89900
Ireland,40,18,107700
Mexico,57,33,86300
Spain,34,13,97500
Argentina,39,14,64900
Spain,29,6,73600
Belgium,35,13,88800
Ireland,30,8,89300
Switzerland,39,17,149100
Canada,38,18,118500
Spain,35,17,102700
Mexico,41,17,72400
Spain,47,21,97100
UK,42,19,111200
Mexico,38,18,81100
Poland,39,15,64900
Denmark,44,21,131700
Sweden,43,19,123000
Denmark,32,7,81000
Mexico,39,12,71300
Portugal,37,14,74900
Brazil,31,13,45400
Italy,41,18,95300
Canada,26,0,66800
UK,34,13,109100
France,41,18,103100
Denmark,38,15,115600
Austria,18,0,42700
Portugal,30,7,50600
Argentina,40,14,68200
Mexico,35,12,69900
Ireland,23,2,60600
Austria,29,9,87000
Portugal,44,22,90900
Netherlands,25,4,86900
Argentina,34,12,53400
Norway,25,2,57200
Belgium,24,0,61800
UK,36,18,117400
Spain,35,16,89800
Poland,18,0,36800
Netherlands,18,0,72400
Spain,36,14,84400
Ireland,18,0,70200
Switzerland,35,17,147700
Brazil,24,0,32700
Sweden,40,15,97500
Poland,37,13,80600
France,35,14,91900
Austria,27,5,68600
UK,32,14,94300
Spain,49,28,134500
Netherlands,33,11,109000
Ireland,43,20,130100
Austria,27,4,80200
US,31,13,118900
Spain,34,9,73400
Denmark,26,1,77800
UK,45,19,125000
Portugal,36,13,63900
Germany,36,17,113400
Netherlands,28,6,93500
Norway,52,33,155900
France,33,11,91100
Austria,23,3,55800
Spain,52,31,133100
Portugal,33,12,63800
US,36,13,121300
Germany,29,11,86800
Mexico,39,15,68600
Germany,31,8,93900
Poland,21,0,35300
Brazil,21,0,10800
Sweden,18,0,47800
Sweden,21,1,64100
Denmark,55,30,160700
UK,27,4,79700
Austria,30,12,100200
Austria,44,23,125800
Austria,31,10,89300
Poland,47,24,102300
Mexico,49,29,97200
Spain,49,24,107600
Poland,18,0,48500
Poland,38,14,68700
Netherlands,56,34,156500
Belgium,43,21,105400
Norway,41,18,120900
Austria,34,12,81300
France,36,11,101000
Germany,24,2,65900
Italy,42,22,95900
Austria,39,21,116900
Brazil,28,4,40300
Mexico,33,15,56600
Austria,55,28,131600
Switzerland,47,24,171900
Switzerland,23,2,96200
Mexico,49,25,93800
Belgium,40,14,109400
Germany,51,30,150000
Poland,33,9,67200
Argentina,22,0,15800
Argentina,45,26,100500
Canada,46,22,133800
Austria,43,23,136700
US,31,11,115200
Argentina,38,20,70200
Ireland,29,8,87300
Poland,35,17,85200
UK,43,20,132200
Belgium,34,15,114800
Poland,25,3,41600
Sweden,25,6,63400
Austria,19,0,72100
Norway,21,0,73500
Ireland,26,8,85900
Brazil,19,0,37700
Austria,18,0,61400
Sweden,18,0,61500
Norway,19,0,75300
Portugal,39,14,70500
Sweden,34,10,98500
Denmark,34,15,118600
Spain,28,10,79500
Sweden,27,0,55900
Poland,33,13,62600
Belgium,35,11,85400
Sweden,29,4,73600
Germany,28,4,88700
Denmark,36,14,115700
Sweden,36,14,94200
Argentina,38,16,58000
France,25,5,81500
France,38,10,89300
France,37,16,107300
Denmark,46,24,134900
Spain,42,20,103100
Denmark,27,4,74200
Canada,32,8,76300
France,37,19,134200
Brazil,37,19,56500
Sweden,42,17,123200
Brazil,26,4,19000
Argentina,39,17,69500
Austria,24,1,67600
Poland,35,15,72100
Poland,41,20,88200
US,37,15,110700
Norway,31,8,107000
UK,43,19,109200
France,41,18,122900
Spain,51,33,131100
Sweden,60,41,184000
Belgium,43,19,108600
Mexico,42,18,81800
Portugal,33,14,77100
Brazil,36,14,67400
Ireland,40,19,103600
France,18,0,73900
Canada,26,3,74600
Poland,22,0,41500
Netherlands,31,5,83400
Argentina,43,21,82700
Germany,30,6,96100
Switzerland,18,0,76800
Norway,35,11,96100
France,42,15,94200
Ireland,36,13,94000
Austria,31,5,69800
Denmark,30,8,83500
Switzerland,25,2,93700
Poland,43,21,88400
Argentina,20,0,12400
France,33,15,110500
France,30,1,75400
Germany,23,3,61800
Italy,31,8,68400
Mexico,39,19,73100
Argentina,51,30,106300
Norway,43,25,129600
Argentina,51,25,86600
Norway,36,9,96700
Mexico,28,7,51100
Norway,44,24,131700
Canada,54,24,134300
Brazil,30,8,43900
Ireland,33,9,89700
Netherlands,24,0,73200
Germany,29,11,103700
Switzerland,34,14,133600
Norway,45,20,131000
Germany,26,5,85500
Canada,40,15,93000
Brazil,52,32,108300
Canada,23,5,83000
Netherlands,33,15,111900
Brazil,36,15,57100
US,43,20,124700
Italy,34,14,81600
Portugal,57,33,141300
Netherlands,35,13,101200
Norway,47,26,145800
Italy,24,1,56300
Denmark,34,14,128000
Portugal,33,14,189800
Brazil,37,14,61500
Sweden,30,11,97600
Germany,48,22,125800
UK,54,31,156600
Netherlands,36,15,94500
US,39,13,97300
